x;y;Latitude;Longitude;Street;
30.11.2003;32,39;;;;
01.12.2003;32,39;;;;
02.12.2003;32,39;;;;
03.12.2003;32,38;;;;
04.12.2003;32,38;;;;
05.12.2003;32,38;;;;
06.12.2003;32,37;;;;
07.12.2003;32,37;;;;
08.12.2003;32,37;;;;
09.12.2003;32,36;;;;
10.12.2003;32,36;;;;
11.12.2003;32,36;;;;
12.12.2003;32,35;;;;
13.12.2003;32,35;;;;
14.12.2003;32,35;;;;
15.12.2003;32,35;;;;
16.12.2003;32,34;;;;
17.12.2003;32,34;;;;
18.12.2003;32,34;;;;
19.12.2003;32,33;;;;
20.12.2003;32,33;;;;
21.12.2003;32,33;;;;
22.12.2003;32,33;;;;
23.12.2003;32,32;;;;
24.12.2003;32,32;;;;
25.12.2003;32,32;;;;
26.12.2003;32,32;;;;
27.12.2003;32,32;;;;
28.12.2003;32,31;;;;
29.12.2003;32,31;;;;
30.12.2003;32,31;;;;
31.12.2003;32,31;;;;
01.01.2004;32,3;;;;
02.01.2004;32,3;;;;
03.01.2004;32,3;;;;
04.01.2004;32,3;;;;
05.01.2004;32,29;;;;
06.01.2004;32,29;;;;
07.01.2004;32,29;;;;
08.01.2004;32,29;;;;
09.01.2004;32,29;;;;
10.01.2004;32,28;;;;
11.01.2004;32,28;;;;
12.01.2004;32,28;;;;
13.01.2004;32,28;;;;
14.01.2004;32,28;;;;
15.01.2004;32,28;;;;
16.01.2004;32,28;;;;
17.01.2004;32,28;;;;
18.01.2004;32,27;;;;
19.01.2004;32,27;;;;
20.01.2004;32,28;;;;
21.01.2004;32,28;;;;
22.01.2004;32,28;;;;
23.01.2004;32,28;;;;
24.01.2004;32,28;;;;
25.01.2004;32,28;;;;
26.01.2004;32,29;;;;
27.01.2004;32,29;;;;
28.01.2004;32,29;;;;
29.01.2004;32,3;;;;
30.01.2004;32,29;;;;
31.01.2004;32,3;;;;
01.02.2004;32,3;;;;
02.02.2004;32,3;;;;
03.02.2004;32,3;;;;
04.02.2004;32,3;;;;
05.02.2004;32,3;;;;
06.02.2004;32,31;;;;
07.02.2004;32,31;;;;
08.02.2004;32,31;;;;
09.02.2004;32,31;;;;
10.02.2004;32,31;;;;
11.02.2004;32,32;;;;
12.02.2004;32,32;;;;
13.02.2004;32,32;;;;
14.02.2004;32,32;;;;
15.02.2004;32,32;;;;
16.02.2004;32,32;;;;
17.02.2004;32,32;;;;
18.02.2004;32,33;;;;
19.02.2004;32,33;;;;
20.02.2004;32,34;;;;
21.02.2004;32,34;;;;
22.02.2004;32,34;;;;
23.02.2004;32,34;;;;
24.02.2004;32,34;;;;
25.02.2004;32,34;;;;
26.02.2004;32,35;;;;
27.02.2004;32,35;;;;
28.02.2004;32,35;;;;
29.02.2004;32,35;;;;
01.03.2004;32,35;;;;
02.03.2004;32,35;;;;
03.03.2004;32,35;;;;
04.03.2004;32,35;;;;
05.03.2004;32,35;;;;
06.03.2004;32,35;;;;
07.03.2004;32,35;;;;
08.03.2004;32,35;;;;
09.03.2004;32,35;;;;
10.03.2004;32,35;;;;
11.03.2004;32,35;;;;
12.03.2004;32,35;;;;
13.03.2004;32,35;;;;
14.03.2004;32,35;;;;
15.03.2004;32,35;;;;
16.03.2004;32,35;;;;
17.03.2004;32,35;;;;
18.03.2004;32,35;;;;
19.03.2004;32,35;;;;
20.03.2004;32,35;;;;
21.03.2004;32,35;;;;
22.03.2004;32,35;;;;
23.03.2004;32,34;;;;
24.03.2004;32,34;;;;
25.03.2004;32,34;;;;
26.03.2004;32,34;;;;
27.03.2004;32,34;;;;
28.03.2004;32,34;;;;
29.03.2004;32,33;;;;
30.03.2004;32,33;;;;
31.03.2004;32,33;;;;
01.04.2004;32,33;;;;
02.04.2004;32,33;;;;
03.04.2004;32,33;;;;
04.04.2004;32,33;;;;
05.04.2004;32,32;;;;
06.04.2004;32,32;;;;
07.04.2004;32,32;;;;
08.04.2004;32,32;;;;
09.04.2004;32,32;;;;
10.04.2004;32,32;;;;
11.04.2004;32,32;;;;
12.04.2004;32,31;;;;
13.04.2004;32,31;;;;
14.04.2004;32,31;;;;
15.04.2004;32,31;;;;
16.04.2004;32,31;;;;
17.04.2004;32,31;;;;
18.04.2004;32,31;;;;
19.04.2004;32,31;;;;
20.04.2004;32,31;;;;
21.04.2004;32,3;;;;
22.04.2004;32,3;;;;
23.04.2004;32,3;;;;
24.04.2004;32,3;;;;
25.04.2004;32,3;;;;
26.04.2004;32,29;;;;
27.04.2004;32,3;;;;
28.04.2004;32,29;;;;
29.04.2004;32,29;;;;
30.04.2004;32,29;;;;
01.05.2004;32,29;;;;
02.05.2004;32,29;;;;
03.05.2004;32,29;;;;
04.05.2004;32,29;;;;
05.05.2004;32,29;;;;
06.05.2004;32,29;;;;
07.05.2004;32,29;;;;
08.05.2004;32,29;;;;
09.05.2004;32,29;;;;
10.05.2004;32,28;;;;
11.05.2004;32,28;;;;
12.05.2004;32,28;;;;
13.05.2004;32,28;;;;
14.05.2004;32,28;;;;
15.05.2004;32,28;;;;
16.05.2004;32,28;;;;
17.05.2004;32,28;;;;
18.05.2004;32,28;;;;
19.05.2004;32,28;;;;
20.05.2004;32,28;;;;
21.05.2004;32,28;;;;
22.05.2004;32,27;;;;
23.05.2004;32,27;;;;
24.05.2004;32,27;;;;
25.05.2004;32,28;;;;
26.05.2004;32,27;;;;
27.05.2004;32,27;;;;
28.05.2004;32,27;;;;
29.05.2004;32,27;;;;
30.05.2004;32,27;;;;
31.05.2004;32,27;;;;
01.06.2004;32,27;;;;
02.06.2004;32,27;;;;
03.06.2004;32,27;;;;
04.06.2004;32,27;;;;
05.06.2004;32,27;;;;
06.06.2004;32,27;;;;
07.06.2004;32,27;;;;
08.06.2004;32,27;;;;
09.06.2004;32,26;;;;
10.06.2004;32,26;;;;
11.06.2004;32,26;;;;
12.06.2004;32,26;;;;
13.06.2004;32,26;;;;
14.06.2004;32,26;;;;
15.06.2004;32,26;;;;
16.06.2004;32,26;;;;
17.06.2004;32,26;;;;
18.06.2004;32,26;;;;
19.06.2004;32,26;;;;
20.06.2004;32,26;;;;
21.06.2004;32,26;;;;
22.06.2004;32,26;;;;
23.06.2004;32,26;;;;
24.06.2004;32,26;;;;
25.06.2004;32,25;;;;
26.06.2004;32,25;;;;
27.06.2004;32,25;;;;
28.06.2004;32,25;;;;
29.06.2004;32,25;;;;
30.06.2004;32,25;;;;
01.07.2004;32,25;;;;
02.07.2004;32,25;;;;
03.07.2004;32,25;;;;
04.07.2004;32,25;;;;
05.07.2004;32,25;;;;
06.07.2004;32,25;;;;
07.07.2004;32,25;;;;
08.07.2004;32,25;;;;
09.07.2004;32,25;;;;
10.07.2004;32,25;;;;
11.07.2004;32,25;;;;
12.07.2004;32,25;;;;
13.07.2004;32,24;;;;
14.07.2004;32,24;;;;
15.07.2004;32,24;;;;
16.07.2004;32,24;;;;
17.07.2004;32,24;;;;
18.07.2004;32,24;;;;
19.07.2004;32,24;;;;
20.07.2004;32,24;;;;
21.07.2004;32,24;;;;
22.07.2004;32,24;;;;
23.07.2004;32,24;;;;
24.07.2004;32,24;;;;
25.07.2004;32,23;;;;
26.07.2004;32,23;;;;
27.07.2004;32,23;;;;
28.07.2004;32,23;;;;
29.07.2004;32,23;;;;
30.07.2004;32,23;;;;
31.07.2004;32,23;;;;
01.08.2004;32,23;;;;
02.08.2004;32,23;;;;
03.08.2004;32,23;;;;
04.08.2004;32,23;;;;
05.08.2004;32,23;;;;
06.08.2004;32,22;;;;
07.08.2004;32,22;;;;
08.08.2004;32,22;;;;
09.08.2004;32,22;;;;
10.08.2004;32,22;;;;
11.08.2004;32,22;;;;
12.08.2004;32,22;;;;
13.08.2004;32,22;;;;
14.08.2004;32,22;;;;
15.08.2004;32,22;;;;
16.08.2004;32,22;;;;
17.08.2004;32,22;;;;
18.08.2004;32,22;;;;
19.08.2004;32,22;;;;
20.08.2004;32,22;;;;
21.08.2004;32,22;;;;
22.08.2004;32,22;;;;
23.08.2004;32,22;;;;
24.08.2004;32,22;;;;
25.08.2004;32,22;;;;
26.08.2004;32,22;;;;
27.08.2004;32,22;;;;
28.08.2004;32,22;;;;
29.08.2004;32,22;;;;
30.08.2004;32,22;;;;
31.08.2004;32,21;;;;
01.09.2004;32,21;;;;
