x;y;Latitude;Longitude;Street;
05.02.1916;28,35;;;;
12.02.1916;29,06;;;;
19.02.1916;29,58;;;;
26.02.1916;29,88;;;;
04.03.1916;30,16;;;;
11.03.1916;30,12;;;;
18.03.1916;29,86;;;;
25.03.1916;29,71;;;;
01.04.1916;29,7;;;;
08.04.1916;29,71;;;;
15.04.1916;29,75;;;;
22.04.1916;29,83;;;;
29.04.1916;29,9;;;;
06.05.1916;29,87;;;;
13.05.1916;29,83;;;;
20.05.1916;29,82;;;;
27.05.1916;29,8;;;;
03.06.1916;29,74;;;;
10.06.1916;29,68;;;;
17.06.1916;29,77;;;;
24.06.1916;29,82;;;;
01.07.1916;29,91;;;;
08.07.1916;30,09;;;;
15.07.1916;30,16;;;;
22.07.1916;30,12;;;;
29.07.1916;30,05;;;;
05.08.1916;29,89;;;;
12.08.1916;29,77;;;;
19.08.1916;29,64;;;;
26.08.1916;29,57;;;;
02.09.1916;29,58;;;;
09.09.1916;29,56;;;;
16.09.1916;29,57;;;;
23.09.1916;29,54;;;;
30.09.1916;29,66;;;;
07.10.1916;29,97;;;;
14.10.1916;29,68;;;;
21.10.1916;29,8;;;;
28.10.1916;29,81;;;;
04.11.1916;29,71;;;;
11.11.1916;29,66;;;;
18.11.1916;29,63;;;;
25.11.1916;29,58;;;;
02.12.1916;29,62;;;;
09.12.1916;29,66;;;;
16.12.1916;29,68;;;;
23.12.1916;29,8;;;;
30.12.1916;29,86;;;;
06.01.1917;30,21;;;;
13.01.1917;30,19;;;;
20.01.1917;30,07;;;;
27.01.1917;29,99;;;;
03.02.1917;29,91;;;;
10.02.1917;29,85;;;;
17.02.1917;29,67;;;;
24.02.1917;29,3;;;;
03.03.1917;29,24;;;;
10.03.1917;29,2;;;;
17.03.1917;29,12;;;;
24.03.1917;29,28;;;;
31.03.1917;29,55;;;;
07.04.1917;29,58;;;;
14.04.1917;29,61;;;;
21.04.1917;29,66;;;;
28.04.1917;29,62;;;;
05.05.1917;29,61;;;;
12.05.1917;29,64;;;;
19.05.1917;29,73;;;;
26.05.1917;29,75;;;;
02.06.1917;29,7;;;;
09.06.1917;29,68;;;;
16.06.1917;29,71;;;;
23.06.1917;29,78;;;;
30.06.1917;29,76;;;;
07.07.1917;29,66;;;;
14.07.1917;29,69;;;;
21.07.1917;29,76;;;;
28.07.1917;29,91;;;;
04.08.1917;30,23;;;;
11.08.1917;30,38;;;;
18.08.1917;30,57;;;;
25.08.1917;30,42;;;;
01.09.1917;30,11;;;;
08.09.1917;29,87;;;;
15.09.1917;29,78;;;;
22.09.1917;29,68;;;;
29.09.1917;29,71;;;;
06.10.1917;29,81;;;;
13.10.1917;29,83;;;;
20.10.1917;29,87;;;;
